GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs
62,12.5,3.9,1.4,3.7,38.4,0.1,0.5,16.1,1.0,1.2,80.5,0.3,0.8,1.0,1.3,0.5,0.1,0.9,0.0
68,11.6,2.7,1.0,2.6,36.7,0.3,0.8,32.1,0.5,0.6,86.0,0.6,1.2,1.8,1.0,0.4,0.1,0.6,0.0
79,17.9,6.4,2.4,5.5,44.2,0.0,0.0,0.0,1.5,2.5,59.5,2.1,2.4,4.5,0.6,0.6,0.5,1.1,1.0
36,15.6,5.3,2.0,5.5,36.7,0.2,0.8,25.9,1.0,1.3,78.3,0.5,1.0,1.4,3.0,0.9,0.0,1.5,0.0
33,19.5,7.2,2.4,4.8,49.7,0.1,0.3,40.0,2.3,2.7,84.3,1.4,1.9,3.3,1.4,0.6,0.3,0.9,1.0
77,11.0,3.5,1.4,3.4,42.9,0.2,0.7,28.6,0.5,0.7,66.0,0.2,0.6,0.7,2.3,0.3,0.0,1.1,0.0
82,26.8,10.3,3.8,8.5,44.8,0.2,0.5,31.7,2.5,3.2,79.2,1.9,2.5,4.5,2.1,0.8,0.8,1.6,1.0
53,12.4,4.3,1.3,3.6,36.5,0.1,0.5,25.9,1.6,1.9,80.6,0.2,0.9,1.1,1.5,0.3,0.0,1.1,1.0
58,22.6,7.2,2.9,6.7,43.7,0.3,1.1,29.0,1.0,1.6,65.6,0.6,2.0,2.6,3.2,0.6,0.3,1.0,0.0
78,23.0,7.2,2.9,6.8,42.5,0.2,0.6,31.8,1.3,1.6,80.8,0.5,3.4,3.9,2.0,0.6,0.2,1.0,1.0
51,13.4,4.8,1.8,4.1,44.5,0.0,0.0,0.0,1.1,1.6,72.5,0.6,1.6,2.2,0.8,0.4,0.3,0.9,0.0
30,11.0,3.2,1.2,3.2,36.5,0.1,0.2,40.0,0.8,1.5,55.6,0.7,0.9,1.6,0.7,0.3,0.1,0.6,0.0
49,7.6,1.8,0.7,1.8,35.6,0.0,0.2,22.2,0.5,0.7,75.0,0.6,1.0,1.6,0.3,0.2,0.2,0.3,0.0
51,7.5,2.7,1.1,3.0,37.1,0.0,0.1,40.0,0.5,0.7,72.2,0.4,0.9,1.2,0.4,0.1,0.3,0.5,1.0
80,15.4,3.2,1.3,3.2,39.5,0.1,0.5,22.5,0.6,0.9,66.2,0.5,1.4,1.8,1.6,1.0,0.1,1.4,0.0
56,14.3,5.0,2.1,4.4,48.6,0.0,0.0,0.0,0.7,1.2,58.0,1.2,2.0,3.2,0.6,0.4,0.1,0.7,1.0
36,14.4,5.8,2.3,5.4,43.1,0.0,0.1,50.0,1.1,1.4,82.0,1.1,1.4,2.4,0.9,0.3,0.2,0.9,1.0
48,14.8,5.1,2.1,5.1,40.7,0.0,0.4,9.5,0.9,1.2,80.4,0.6,1.1,1.7,2.1,0.9,0.0,1.3,0.0
57,11.2,4.1,1.8,3.5,51.3,0.0,0.0,0.0,0.5,0.8,66.7,1.1,2.5,3.7,0.9,0.2,0.5,0.7,1.0
53,13.7,4.1,1.6,4.0,41.2,0.0,0.1,33.3,0.8,1.2,68.3,0.2,0.9,1.1,2.6,0.5,0.1,1.0,1.0
44,9.4,2.7,1.0,3.3,31.3,0.3,0.9,32.5,0.3,0.4,78.9,0.3,0.7,1.0,1.0,0.4,0.1,0.8,1.0
75,21.5,7.1,2.9,5.3,54.3,0.0,0.0,0.0,1.3,1.8,73.7,1.7,3.5,5.2,0.7,0.6,0.4,1.1,1.0
52,6.2,1.3,0.5,1.4,37.3,0.0,0.0,0.0,0.2,0.4,54.5,0.8,0.7,1.5,0.1,0.1,0.1,0.1,0.0
77,15.9,6.2,2.7,5.6,47.6,0.0,0.1,25.0,0.8,1.1,73.5,1.2,2.1,3.3,0.8,0.3,0.3,1.1,0.0
78,16.3,5.4,2.1,5.1,40.0,0.1,0.2,29.4,1.2,1.8,70.8,0.3,1.4,1.7,2.7,0.6,0.0,1.8,1.0
72,7.3,2.5,0.8,2.0,41.5,0.0,0.1,0.0,0.8,1.1,73.8,0.7,0.6,1.3,0.6,0.3,0.0,0.5,0.0
69,16.1,5.5,2.1,5.1,41.4,0.4,1.2,33.8,0.9,1.1,82.3,0.5,1.1,1.6,2.4,0.8,0.1,1.2,1.0
33,15.6,3.0,1.3,4.0,31.8,0.2,1.1,16.7,0.3,0.5,52.9,0.4,1.0,1.4,2.5,0.4,0.1,0.7,0.0
68,14.6,5.7,2.4,5.5,43.2,0.0,0.2,0.0,0.9,1.2,76.2,0.3,1.2,1.4,2.5,0.8,0.1,1.7,1.0
55,10.8,4.8,2.0,3.9,50.5,0.0,0.2,16.7,0.8,1.1,72.4,0.7,0.7,1.4,0.7,0.5,0.1,0.8,0.0
31,12.6,3.1,1.2,2.7,45.8,0.0,0.0,0.0,0.7,1.0,65.6,1.2,2.9,4.1,0.2,0.2,0.7,0.6,0.0
53,8.5,3.1,1.2,2.2,51.7,0.0,0.0,0.0,0.8,1.1,73.7,0.6,1.4,2.0,0.1,0.1,0.1,0.6,0.0
71,19.3,9.0,3.6,8.5,42.0,0.4,1.1,36.4,1.5,1.9,77.4,0.5,1.3,1.8,1.5,0.4,0.1,1.2,1.0
48,6.9,3.2,1.3,3.1,40.7,0.0,0.0,0.0,0.6,0.8,79.5,0.8,1.3,2.0,0.3,0.1,0.2,0.8,1.0
44,13.3,4.9,1.8,4.0,46.0,0.1,0.3,25.0,1.2,1.4,82.3,0.3,0.8,1.1,1.2,0.3,0.2,0.7,1.0
77,16.4,6.4,2.4,5.0,47.5,0.2,0.4,38.7,1.5,2.0,73.7,1.1,1.8,2.9,0.8,1.0,0.3,1.0,1.0
42,8.2,2.8,1.0,2.3,43.9,0.0,0.0,0.0,0.7,1.4,52.5,0.9,1.0,1.9,0.3,0.1,0.1,0.8,0.0
51,15.1,5.7,2.2,5.2,41.2,0.3,0.8,32.5,1.1,1.6,69.1,0.4,1.3,1.7,2.1,0.7,0.0,1.4,0.0
78,22.6,7.5,2.8,6.1,46.2,0.4,1.2,32.3,1.5,1.9,77.7,1.7,3.2,4.9,1.2,0.7,0.8,1.0,1.0
74,16.1,5.3,2.0,4.0,49.2,0.0,0.0,0.0,1.3,2.1,63.2,2.1,3.1,5.2,0.3,0.5,0.4,1.0,1.0
39,11.3,4.1,1.7,3.9,43.1,0.1,0.3,25.0,0.7,1.0,68.4,0.5,0.8,1.4,0.2,0.2,0.5,0.5,0.0
44,7.6,2.5,1.0,2.1,46.2,0.0,0.2,11.1,0.5,0.9,56.1,0.5,0.8,1.3,0.4,0.3,0.0,0.4,0.0
59,12.8,3.4,1.3,2.6,51.0,0.2,0.3,50.0,0.7,0.8,78.0,1.1,2.3,3.3,0.5,0.3,0.4,0.5,1.0
27,7.5,2.8,1.0,3.3,29.5,0.3,1.1,22.6,0.6,0.7,89.5,0.0,0.2,0.3,1.0,0.2,0.0,0.6,0.0
59,10.7,5.0,1.9,4.7,41.1,0.0,0.4,4.5,1.1,1.3,86.8,0.6,0.6,1.2,0.5,0.3,0.1,0.8,1.0
75,15.8,7.3,2.7,5.3,51.3,0.0,0.0,0.0,1.9,2.7,69.9,1.1,1.9,3.0,1.1,0.3,0.3,1.4,1.0
71,16.0,6.9,2.9,6.3,46.4,0.0,0.2,0.0,1.1,1.5,72.0,1.0,1.8,2.7,1.2,0.5,0.4,1.0,0.0
49,6.9,3.1,1.2,2.8,44.4,0.0,0.0,0.0,0.6,0.8,73.2,0.4,1.0,1.5,0.1,0.1,0.0,0.4,0.0
50,10.3,3.7,1.4,3.4,41.2,0.4,1.2,36.1,0.4,0.5,80.8,0.2,0.7,0.9,1.7,0.3,0.0,1.1,1.0
61,8.1,3.1,1.0,2.8,37.6,0.0,0.0,0.0,1.0,1.5,65.6,0.7,1.0,1.8,0.2,0.3,0.2,0.7,0.0
79,16.0,7.7,3.2,6.4,50.2,0.0,0.1,25.0,1.3,1.7,77.3,1.6,2.2,3.7,0.4,0.3,0.7,0.6,1.0
58,11.6,4.8,1.8,4.9,36.5,0.4,1.3,31.5,0.8,1.2,67.2,0.6,0.8,1.3,1.2,0.5,0.3,0.9,1.0
65,21.3,9.5,3.7,8.8,41.7,0.3,0.7,37.0,1.9,2.3,82.0,0.6,1.6,2.2,1.0,0.7,0.1,1.1,0.0
70,9.5,2.2,0.8,1.7,44.6,0.0,0.0,0.0,0.6,0.9,73.8,0.8,1.6,2.4,0.2,0.2,0.5,0.6,0.0
42,8.1,3.0,1.1,2.9,37.2,0.1,0.6,24.0,0.8,1.2,65.3,0.4,0.4,0.8,0.4,0.3,0.1,0.4,0.0
51,5.7,2.2,0.7,1.5,47.4,0.0,0.0,0.0,0.7,0.9,78.3,0.4,1.0,1.4,0.2,0.2,0.0,0.5,1.0
80,17.8,8.3,3.3,7.3,44.8,0.3,1.1,26.2,1.5,1.9,78.7,0.5,1.0,1.5,2.2,0.7,0.1,1.4,0.0
41,9.9,2.9,1.0,2.7,37.5,0.3,1.2,28.0,0.5,0.7,72.4,0.2,0.7,0.9,0.6,0.4,0.1,0.5,0.0
54,8.7,3.4,1.2,2.6,45.3,0.6,1.7,37.0,0.4,0.5,88.5,0.2,0.8,1.0,0.4,0.3,0.1,0.1,0.0
46,6.7,2.6,1.1,2.5,43.1,0.2,0.8,27.0,0.2,0.4,52.6,0.4,0.4,0.8,0.5,0.2,0.0,0.3,0.0
58,13.1,2.7,1.1,2.9,37.4,0.1,0.4,24.0,0.4,0.6,71.9,0.3,0.7,1.0,3.1,0.3,0.1,1.0,0.0
78,20.3,9.3,3.4,6.2,55.7,0.0,0.0,0.0,2.4,3.4,71.5,1.9,3.2,5.1,1.0,0.2,0.4,1.5,1.0
27,12.4,5.0,1.6,3.7,43.6,0.5,1.4,35.1,1.3,1.9,70.0,0.2,0.9,1.1,0.8,0.5,0.2,1.0,1.0
55,12.4,4.8,1.7,3.7,46.6,0.0,0.0,0.0,1.3,1.9,68.0,1.2,1.8,3.0,0.3,0.2,0.4,0.8,0.0
67,16.6,7.0,3.2,5.8,54.9,0.0,0.1,0.0,0.7,1.0,73.4,0.8,1.9,2.7,0.5,0.7,0.4,0.6,1.0
51,15.0,4.8,1.9,4.6,41.9,0.0,0.1,33.3,0.9,1.4,65.7,0.9,1.7,2.6,1.2,0.7,0.3,0.9,1.0
41,15.2,3.7,1.4,3.8,35.7,0.1,0.3,35.7,0.8,1.6,50.7,2.0,3.2,5.2,0.6,0.4,0.3,0.8,1.0
51,6.6,2.5,1.0,2.0,51.0,0.0,0.0,50.0,0.4,0.5,71.4,0.8,1.1,1.9,0.3,0.2,0.3,0.5,1.0
71,16.8,5.6,2.5,5.5,46.4,0.0,0.0,0.0,0.5,0.8,59.6,1.1,1.2,2.3,1.1,0.5,0.4,0.4,1.0
82,18.3,5.2,2.1,4.6,45.6,0.5,1.3,39.1,0.5,0.8,57.4,0.3,1.1,1.4,3.3,0.7,0.1,1.0,1.0
22,7.2,2.3,1.0,2.7,35.6,0.0,0.5,10.0,0.4,0.7,53.3,0.3,0.7,1.0,1.1,0.2,0.1,0.8,0.0
57,9.6,3.2,1.2,2.8,43.8,0.0,0.0,0.0,0.7,1.2,58.8,0.9,1.1,1.9,0.4,0.2,0.1,0.8,1.0
56,16.7,6.4,2.5,4.9,51.3,0.0,0.1,33.3,1.3,1.8,72.0,1.2,2.9,4.0,0.6,0.8,0.3,1.2,0.0
54,10.3,3.3,1.6,3.5,44.5,0.0,0.1,0.0,0.1,0.3,47.1,0.8,1.4,2.2,0.5,0.3,0.2,0.5,0.0
57,7.6,3.2,1.0,2.8,36.4,0.0,0.1,25.0,1.1,1.2,92.9,0.2,0.6,0.8,1.2,0.3,0.1,0.9,1.0
38,9.9,4.0,1.6,2.9,55.4,0.0,0.0,0.0,0.7,1.1,67.5,1.0,1.6,2.6,0.2,0.2,0.6,0.3,1.0
55,14.9,4.1,1.7,4.1,41.7,0.1,0.1,37.5,0.6,0.8,76.1,0.5,1.0,1.5,1.5,0.7,0.2,0.8,0.0
78,16.1,6.2,2.6,6.0,42.5,0.0,0.1,0.0,1.1,1.7,67.2,1.5,2.8,4.3,0.4,0.2,0.3,1.4,0.0
73,16.1,5.5,2.4,4.9,48.7,0.0,0.0,0.0,0.7,1.0,66.2,1.7,3.1,4.8,0.5,0.3,0.3,0.7,1.0
57,19.0,7.6,2.7,6.7,40.1,0.1,0.3,18.8,2.2,2.7,81.4,0.6,1.7,2.3,2.8,0.9,0.1,1.4,1.0
55,12.5,6.2,2.6,5.7,45.9,0.1,0.3,26.3,0.9,1.1,77.0,0.7,0.9,1.6,1.3,0.3,0.1,0.8,0.0
80,19.8,6.7,2.5,5.2,47.8,0.4,1.1,33.3,1.4,1.7,81.2,0.7,2.3,3.1,0.8,0.5,0.2,1.1,1.0
40,5.3,2.2,0.7,1.8,38.0,0.0,0.0,0.0,0.9,1.1,75.6,0.5,0.7,1.2,0.3,0.1,0.1,0.5,0.0
74,17.0,5.4,1.9,3.9,47.8,0.0,0.1,20.0,1.6,2.0,79.3,0.9,1.2,2.1,1.5,0.8,0.3,1.1,1.0
35,13.9,4.8,1.6,3.7,43.4,0.0,0.1,0.0,1.6,2.3,69.5,0.7,1.6,2.4,0.9,0.2,0.1,0.7,0.0
34,10.2,4.8,1.8,4.8,38.0,0.0,0.3,10.0,1.1,1.3,82.2,0.4,1.1,1.5,0.4,0.1,0.0,0.7,0.0
51,11.9,6.9,2.9,6.7,43.8,0.0,0.3,11.8,1.0,1.5,68.4,1.1,0.9,2.0,0.8,0.6,0.2,0.8,0.0
82,21.2,6.9,2.7,5.0,54.2,0.0,0.0,0.0,1.5,3.2,48.5,2.1,3.8,5.9,0.8,0.7,0.6,1.3,1.0
67,13.6,4.6,2.0,4.7,42.3,0.1,0.4,25.0,0.5,0.7,72.9,1.0,1.6,2.6,1.8,0.6,0.3,0.9,0.0
44,7.6,2.5,1.0,2.1,46.2,0.0,0.2,11.1,0.5,0.9,56.1,0.5,0.8,1.3,0.4,0.3,0.0,0.4,1.0
61,13.2,5.3,2.1,4.8,43.7,0.0,0.0,0.0,1.0,1.6,64.3,1.0,1.8,2.8,0.8,0.2,0.2,0.8,1.0
47,4.7,1.9,0.7,1.5,48.6,0.0,0.0,0.0,0.4,0.8,54.1,0.5,0.7,1.3,0.2,0.1,0.2,0.3,1.0
79,13.4,2.9,1.1,3.3,32.7,0.2,0.8,20.9,0.6,0.7,81.8,0.7,2.6,3.3,0.7,0.5,0.3,0.7,1.0
22,13.5,3.5,1.2,3.8,31.3,0.1,0.8,11.1,1.0,1.3,82.1,0.3,1.1,1.5,2.1,0.6,0.3,1.3,0.0
32,11.5,3.7,1.3,3.2,42.6,0.3,0.8,34.6,0.7,0.9,79.3,0.4,0.6,1.0,1.1,0.5,0.0,0.6,1.0
47,13.1,4.3,1.7,3.2,53.6,0.0,0.0,0.0,0.9,1.6,55.4,1.2,2.7,3.9,0.1,0.4,0.7,0.6,1.0
36,5.1,2.2,0.8,1.8,45.3,0.0,0.0,0.0,0.6,1.3,44.4,0.9,1.2,2.1,0.2,0.1,0.1,1.0,1.0
36,4.3,1.3,0.5,1.4,35.3,0.1,0.5,11.8,0.3,0.4,66.7,0.2,0.4,0.6,0.6,0.1,0.0,0.5,0.0
62,8.5,2.6,1.0,1.9,51.3,0.0,0.0,0.0,0.6,1.0,65.0,0.9,1.5,2.4,0.1,0.3,0.8,0.5,1.0
51,13.8,5.6,2.2,4.4,51.4,0.2,0.9,18.2,1.0,1.5,68.9,1.2,1.4,2.6,0.6,0.4,0.8,0.6,0.0
44,12.3,3.8,1.5,4.1,37.2,0.3,1.0,28.9,0.5,0.6,71.4,0.4,0.9,1.3,1.4,0.4,0.1,0.9,0.0
24,6.0,2.7,0.9,2.1,41.2,0.0,0.3,16.7,0.9,1.3,71.0,0.7,0.5,1.3,0.1,0.2,0.1,0.5,1.0
82,19.3,6.6,2.6,5.7,46.0,0.0,0.1,0.0,1.4,2.1,67.8,1.8,1.7,3.5,1.9,0.7,0.1,1.4,1.0
54,10.6,3.8,1.6,3.4,47.8,0.0,0.0,0.0,0.6,0.7,81.1,1.0,1.5,2.5,0.6,0.2,0.2,0.8,0.0
63,19.0,6.0,2.5,4.3,57.5,0.0,0.0,0.0,1.0,1.9,55.1,2.3,3.6,5.8,0.7,0.3,0.4,0.8,0.0
41,8.3,3.1,1.2,2.9,42.7,0.0,0.0,0.0,0.7,0.9,75.0,0.6,0.7,1.4,1.1,0.3,0.0,0.6,0.0
41,5.6,2.4,0.9,2.0,42.2,0.0,0.0,0.0,0.7,1.1,68.2,0.5,0.5,1.0,0.2,0.2,0.1,0.3,1.0
46,12.1,4.7,2.1,4.2,50.8,0.1,0.2,33.3,0.5,0.6,75.0,1.0,1.6,2.6,0.5,0.3,0.4,0.4,1.0
57,15.1,4.8,2.0,3.6,54.9,0.0,0.1,0.0,0.9,1.4,60.5,1.3,2.2,3.5,0.3,0.2,0.4,1.0,1.0
42,9.8,1.9,0.9,2.0,43.0,0.0,0.0,0.0,0.2,0.3,50.0,1.0,1.8,2.9,0.5,0.2,0.3,0.4,0.0
64,15.3,3.9,1.6,3.6,43.7,0.1,0.3,40.9,0.7,1.0,64.6,0.5,1.0,1.5,2.4,0.6,0.2,1.6,1.0
42,8.1,3.4,1.3,2.9,45.8,0.0,0.0,0.0,0.8,1.2,65.4,0.5,1.0,1.5,0.2,0.2,0.1,0.4,0.0
35,19.6,7.3,3.0,6.9,43.8,0.3,0.9,30.0,1.0,1.5,63.0,1.1,2.5,3.6,0.9,0.4,0.5,0.8,1.0
64,10.9,3.7,1.5,3.4,44.1,0.0,0.1,0.0,0.6,0.9,70.2,0.4,0.7,1.1,2.1,0.4,0.2,1.1,1.0
67,16.7,5.0,2.0,4.2,48.4,0.0,0.3,9.1,0.9,1.5,61.4,0.9,1.8,2.7,0.8,1.0,0.3,0.8,1.0
53,13.2,4.9,2.1,3.9,53.4,0.0,0.0,0.0,0.8,1.0,77.4,1.3,2.1,3.4,0.9,0.4,0.2,0.8,0.0
74,11.6,3.1,1.3,3.1,41.6,0.0,0.1,25.0,0.6,0.9,65.2,0.8,1.1,1.9,0.7,0.5,0.2,0.3,1.0
51,6.4,2.2,0.8,2.2,38.4,0.3,0.6,43.3,0.3,0.4,83.3,0.3,0.5,0.8,0.3,0.1,0.0,0.3,0.0
60,8.7,2.9,1.0,2.2,44.4,0.0,0.1,0.0,0.9,1.3,69.7,0.2,0.9,1.2,1.7,0.6,0.1,0.6,0.0
63,10.7,3.7,1.4,3.3,42.7,0.4,1.3,31.6,0.5,0.8,63.3,0.4,1.7,2.1,0.2,0.3,0.1,0.5,0.0
42,10.0,3.8,1.3,3.7,35.7,0.4,1.4,28.3,0.8,1.0,78.6,0.5,1.1,1.7,0.7,0.3,0.2,0.5,0.0
48,10.3,5.7,2.3,5.4,41.5,0.4,1.5,30.0,0.7,0.8,87.5,0.8,0.9,1.7,0.2,0.2,0.1,0.7,1.0
75,17.6,6.9,2.8,5.6,49.5,0.0,0.1,0.0,1.4,2.4,57.8,1.4,1.6,3.0,1.0,0.7,0.3,1.2,1.0
59,12.4,4.1,1.6,2.9,54.7,0.0,0.1,25.0,0.9,1.4,67.1,0.7,1.4,2.1,0.6,0.6,0.2,0.5,0.0
75,12.9,3.7,1.3,3.2,41.1,0.1,0.6,20.8,0.9,1.2,78.2,0.5,1.3,1.8,0.7,0.4,0.1,0.5,1.0
23,8.3,1.3,0.5,1.3,36.7,0.0,0.0,0.0,0.4,0.9,45.0,0.7,1.3,2.0,0.5,0.1,0.3,0.7,0.0
79,22.8,5.8,2.3,6.2,37.4,0.1,0.5,19.4,1.1,1.4,80.0,1.0,2.7,3.7,1.4,1.0,0.3,1.1,1.0
68,16.3,3.8,1.6,4.3,38.4,0.2,1.1,19.2,0.3,0.4,64.3,1.1,2.0,3.1,0.9,0.3,0.4,0.7,0.0
47,14.3,5.6,2.3,5.1,44.6,0.0,0.2,18.2,1.0,1.7,58.8,0.4,1.1,1.5,2.8,0.7,0.2,1.6,0.0
72,16.9,6.3,2.6,5.6,46.4,0.0,0.2,9.1,1.1,1.5,72.7,0.8,1.3,2.1,1.8,0.8,0.1,1.0,0.0
59,8.2,2.6,0.9,3.1,30.9,0.3,1.1,28.6,0.4,0.6,66.7,0.1,0.5,0.7,1.5,0.2,0.0,0.7,0.0
64,16.1,7.0,2.8,6.1,46.5,0.3,0.9,30.5,1.0,1.6,65.7,0.4,1.0,1.4,2.3,0.8,0.1,1.4,0.0
60,13.1,4.5,1.8,3.6,50.2,0.0,0.1,0.0,0.9,1.2,75.4,0.9,1.9,2.8,0.6,0.2,0.6,0.5,0.0
42,11.2,3.9,1.6,3.2,48.5,0.0,0.0,0.0,0.8,1.0,74.4,0.7,1.5,2.2,0.6,0.2,0.1,0.6,1.0
57,11.2,3.9,1.6,3.0,53.3,0.2,0.4,41.7,0.6,0.9,63.5,0.6,1.5,2.1,0.7,0.5,0.2,0.6,0.0
52,10.3,3.7,1.5,3.2,45.5,0.1,0.7,13.9,0.7,1.1,67.3,0.5,1.2,1.7,0.4,0.4,0.2,0.8,0.0
57,8.3,2.9,1.2,3.1,38.4,0.0,0.0,0.0,0.6,0.8,69.6,0.8,1.1,1.9,0.3,0.2,0.7,0.6,1.0
42,14.9,4.1,1.7,5.1,32.9,0.1,0.7,16.7,0.6,0.8,75.0,0.2,1.0,1.2,1.6,0.5,0.2,1.1,0.0
67,18.2,6.9,2.6,6.3,40.8,0.3,1.0,32.9,1.4,1.7,83.3,0.5,1.3,1.7,3.0,0.6,0.1,1.6,1.0
66,11.3,5.9,1.8,3.9,45.9,0.0,0.0,0.0,2.3,3.0,77.7,1.0,1.0,2.1,0.7,0.5,0.1,1.2,1.0
73,18.9,10.3,4.0,8.4,47.5,0.0,0.1,33.3,2.2,2.9,76.2,1.0,1.0,2.0,1.0,0.5,0.1,1.3,0.0
44,11.0,4.9,2.1,5.1,41.8,0.0,0.1,16.7,0.6,0.9,66.7,1.1,1.9,3.0,0.2,0.3,0.1,0.7,0.0
53,9.7,3.6,1.3,2.8,45.6,0.0,0.0,0.0,1.0,1.8,58.5,0.8,1.1,1.8,0.1,0.1,0.8,0.3,1.0
69,17.7,7.5,3.2,6.2,51.3,0.0,0.1,0.0,1.1,2.0,55.3,1.2,2.2,3.4,0.7,0.4,0.2,1.3,1.0
55,14.8,6.0,2.2,4.4,50.4,0.3,0.9,38.3,1.3,1.7,75.0,0.3,1.5,1.7,1.1,0.4,0.1,1.0,0.0
75,15.4,7.5,2.8,6.4,43.9,0.5,1.3,40.0,1.3,1.7,81.5,0.3,1.2,1.5,0.8,0.5,0.1,1.3,1.0
36,8.8,4.3,1.6,3.4,47.5,0.0,0.1,0.0,1.1,1.8,61.5,0.6,0.8,1.4,0.6,0.5,0.2,0.7,0.0
74,17.0,4.4,1.8,3.9,46.0,0.0,0.2,18.8,0.7,1.0,71.1,0.5,1.3,1.8,2.9,1.0,0.2,1.3,0.0
68,12.7,5.2,2.2,5.5,40.9,0.0,0.3,17.6,0.7,1.2,58.3,0.7,0.9,1.7,0.9,0.4,0.1,0.9,0.0
50,11.0,5.0,2.1,4.9,42.1,0.4,1.1,34.5,0.5,0.7,68.6,0.1,0.7,0.8,1.0,0.3,0.0,0.7,1.0
40,6.7,3.6,1.2,3.0,39.8,0.1,0.6,13.6,1.1,1.5,77.6,0.5,0.8,1.2,0.4,0.3,0.1,0.6,1.0
46,9.9,2.8,1.2,2.2,51.5,0.0,0.0,0.0,0.5,0.9,61.0,1.1,1.7,2.8,0.1,0.3,0.8,0.4,0.0
68,14.8,6.6,2.5,5.5,45.6,0.0,0.2,8.3,1.6,2.2,74.3,1.1,2.4,3.5,1.3,0.3,0.2,1.0,1.0
82,18.9,6.6,2.3,4.6,50.0,0.0,0.0,0.0,2.0,2.9,70.0,2.1,3.2,5.3,1.0,0.7,0.2,1.2,1.0
78,13.7,4.5,2.1,4.1,50.3,0.0,0.1,40.0,0.4,0.6,60.9,0.2,0.7,0.9,0.9,0.2,0.0,0.4,1.0
